,alternate_names,clean_name,description,name,shortcodes,url
1381,[],Rosette,"AÂ round flower decoration, in a similar shape to a flower blossom. May be found used on ancient sculptures, as well as modern military awards.",_Ÿèµ Rosette,[],http://emojipedia.org/rosette/
1382,[],Symbols,,"_Ÿ”£Symbols",[],http://emojipedia.org/symbols/
1383,[],Queenâ€™s Birthday,,"_Ÿ‘‘Queenâ€™s Birthday",[],http://emojipedia.org/queens-birthday/
1384,"['Â¯\\_(ãƒ„)_/Â¯ Emoji', 'Shrugging Emoji']",Shrug,"A person shrugging their shoulders to indicate a lack of knowledge about a particular topic, or a lack of care about the result of a situation.",_Ÿ_· Shrug,[],http://emojipedia.org/shrug/
1385,[],Christmas,,"_Ÿ_…Christmas",[],http://emojipedia.org/christmas/
1386,[],World Cup,,"â__World Cup",[],http://emojipedia.org/world-cup/
1387,['Cute Tiger Emoji'],Tiger Face,"A tiger face, which is displayed on major platforms withÂ a cute cartoonÂ appearance.",_Ÿê¯ Tiger Face,[':tiger:'],http://emojipedia.org/tiger-face/
1388,"['Cherry Blossom Emoji', 'Paper Doily Emoji', 'Well Done Stamp Emoji']",White Flower,"An emoji symbol of a white flower, often a cherry blossom.",_Ÿ’® White Flower,[':white_flower:'],http://emojipedia.org/white-flower/
1389,"['Cute Penguin Emoji', 'Little Penguin Emoji', 'Socially Awkward Penguin Emoji']",Penguin,"TheÂ cute, cartoon-style penguin with a yellow/orange colored beak.",_Ÿê§ Penguin,[':penguin:'],http://emojipedia.org/penguin/
1390,['Snowing Snowman Emoji'],Snowman,"A snowman, shown underÂ falling snow. This is an old text glyph, that includes an emoji presentation in iOS 9.1.",â˜ƒ Snowman,[],http://emojipedia.org/snowman/
1391,[],Carnaval,,"_Ÿ‡§_Ÿ‡·Carnaval",[],http://emojipedia.org/carnaval/
1392,"['Domestic Cat Emoji', 'Feline Emoji', 'Housecat Emoji']",Cat,"A domestic house cat, shown facing left-of-screen on all major platforms. Distinct from the cat face emoji, this cat emoji shows the full body of the animalÂ including the tail, which is generally upright.",_Ÿêˆ Cat,[':cat2:'],http://emojipedia.org/cat/
1393,"['Ladybird Emoji', 'Ladybug Emoji', 'Lady Bug Emoji']",Lady Beetle,"A ladybug emoji, the colloquial name for the coccinellidae family of small beetles. Known as a ladybird or lad beetle in some countries.",_Ÿê_ Lady Beetle,[':beetle:'],http://emojipedia.org/lady-beetle/
1394,"['Flame Emoji', 'Hot Emoji', 'Lit Emoji', 'Snapstreak Emoji']",Fire,"A small flame, mostly yellow but red at the top. Can be used to describe something or someone beingÂ hot, or in the context of being exemplary (lit, slang).",_Ÿ”¥ Fire,[':fire:'],http://emojipedia.org/fire/
1395,[],St Patrickâ€™s Day,,"â˜˜St Patrickâ€™s Day",[],http://emojipedia.org/st-patricks-day/
1396,[],Fatherâ€™s Day,,"_Ÿ‘¨Fatherâ€™s Day",[],http://emojipedia.org/fathers-day/
1397,"['Baby Chicken Emoji', 'Chick Hatching Emoji']",Hatching Chick,A cute baby chickenÂ hatching from its egg and seeing the world for the first time.,_Ÿê£ Hatching Chick,[':hatching_chick:'],http://emojipedia.org/hatching-chick/
1398,[],Dragon,"As aÂ mythological creature, the dragon is generally displayed in manyÂ Chinese and Japanese traditions.",_Ÿê‰ Dragon,[':dragon:'],http://emojipedia.org/dragon/
1399,"['Moonface Emoji', 'Smiley Moon Emoji', 'Smiling Moon Emoji']",Full Moon With Face,"A smiling full moon, sometimes said to have a slightly creepy face. Not to be confused with the full moon that has no face.",_ŸŒù Full Moon With Face,[':full_moon_with_face:'],http://emojipedia.org/full-moon-with-face/
1400,"['Smiley Sun Emoji', 'Smiling Sun Emoji', 'Sunface Emoji']",Sun With Face,"AÂ yellow sun with a kind, smiling face. Not your typical smiling sun with big grin and sunglasses.",_ŸŒ_ Sun With Face,[':sun_with_face:'],http://emojipedia.org/sun-with-face/
1401,"['Canada Emoji', 'Canadian Emoji', 'Maple Emoji']",Maple Leaf,"A red,Â orange or yellow maple leaf, often associated with Canada due to the maple leaf on the Canadian Flag.",_ŸçÅ Maple Leaf,[':maple_leaf:'],http://emojipedia.org/maple-leaf/
1402,[],Waxing Crescent Moon Symbol,"The moon shown with only a small portion of the right side lit,Â and the rest in shadow.",_ŸŒ’ Waxing Crescent Moon Symbol,[':waxing_crescent_moon:'],http://emojipedia.org/waxing-crescent-moon-symbol/
1403,"['Thanksgiving Turkey Emoji', 'Wild Turkey Emoji']",Turkey,"A turkey, a bird that is oftenÂ cooked and eaten at Thanksgiving or Christmas. This emoji displays as a live turkey (similar to the presentation of the bird emoji)Â as opposed to turkey meat such as the poultry leg.",_Ÿ_ƒ Turkey,[],http://emojipedia.org/turkey/
1404,"['Doge Emoji', 'Japanese Akita Emoji']",Dog,"A dog emoji, which appears as different breeds depending on the platform it is being viewed on.",_Ÿê• Dog,[':dog2:'],http://emojipedia.org/dog/
1405,"['Cute Lion Emoji', 'Timid Lion Emoji']",Lion Face,"The face of a lion, often referred to as the king of the jungle. Displays with a cute, cartoon-style face in Apple's artwork that appears to be slightly sad, or timid.",_Ÿ_Å Lion Face,[],http://emojipedia.org/lion-face/
1406,[],Flags,,"_Ÿ_ŒFlags",[],http://emojipedia.org/flags/
1407,"['Heart Emoji', 'Love Heart Emoji', 'Red Heart Emoji']",Heavy Black Heart,"A classic red love heart emoji, used to express love. Despite the name â€œHeavy Black Heartâ€ù, this character appears red on all platforms when displayed with emoji presentation. Not to be confused with the black heart emoji. See the glossary for information on the termÂ black in unicode character names.",âù_ï¸è Heavy Black Heart,[':heart:'],http://emojipedia.org/heavy-black-heart/
1408,[],Holi,,"_Ÿ•‰Holi",[],http://emojipedia.org/holi/
1409,"['Iwazaru Emoji', 'Monkey Covering Mouth Emoji', 'No Speaking Emoji']",Speak-No-Evil Monkey,"One of theÂ three wise monkeys, known asÂ Iwazaru.",_Ÿ™_ Speak-No-Evil Monkey,[':speak_no_evil:'],http://emojipedia.org/speak-no-evil-monkey/
1410,[],Scorpion,A scorpion shown with eight legs and an upright rail. May also be used in relation to the zodiac sign Scorpius.,_Ÿ_‚ Scorpion,[],http://emojipedia.org/scorpion/
1411,['Billy Goat Emoji'],Goat,"The Goat emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_Ÿêê Goat,[':goat:'],http://emojipedia.org/goat/
1412,['Funnel-Web Spider Emoji'],Spider,"A black spider with eight legs, with similar appearance to a funnel-web spider.",_Ÿ•· Spider,[],http://emojipedia.org/spider/
1413,"['Dark Moon Emoji', 'Shadow Moon Emoji', 'Solar Eclipse Emoji']",New Moon Symbol,"The New Moon Symbol emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_ŸŒ‘ New Moon Symbol,[':new_moon:'],http://emojipedia.org/new-moon-symbol/
1414,"['^^ Emoji', 'Happy Face Emoji', 'Smile Emoji', 'Smiley Face Emoji']",Smiling Face With Smiling Eyes,"A smiling face, with smiling eyes and rosy cheeks. Showing a true sense of happiness.",_Ÿ˜_ Smiling Face With Smiling Eyes,[':blush:'],http://emojipedia.org/smiling-face-with-smiling-eyes/
1415,[],Valentineâ€™s Day,,"_Ÿ’˜Valentineâ€™s Day",[],http://emojipedia.org/valentines-day/
1416,[],New Yearâ€™s Eve,,"_Ÿ__New Yearâ€™s Eve",[],http://emojipedia.org/new-years-eve/
1417,[],Shamrock,"A three-leaf clover, otherwise known as a shamrock. Commonly used on St Patrick's Day in Ireland and around the world, as it is said that he used the shamrock as a symbol to explain the Christian Holy Trinity.",â˜˜ Shamrock,[],http://emojipedia.org/shamrock/
1418,"['Cobweb Emoji', 'Web Emoji']",Spider Web,"A spider web, shown in the symmetricalÂ orb web shape commonly seen in cartoon form.",_Ÿ•¸ Spider Web,[],http://emojipedia.org/spider-web/
1419,"['Exploding Star Emoji', 'Gold Star Emoji', 'Shining Star Emoji']",Glowing Star,"A five-point star of pale-yellow color, with small bursts of light shining around it. Generally used for visual flair rather than astronomical purposes.",_ŸŒŸ Glowing Star,[':star2:'],http://emojipedia.org/glowing-star/
1420,[],Cloud With Rain,Raindrops falling from a cloud. People standing under it should probably use an umbrella to keep dry.,_ŸŒ§ Cloud With Rain,[],http://emojipedia.org/cloud-with-rain/
1421,[],Halloween,,"_Ÿ_ƒHalloween",[],http://emojipedia.org/halloween/
1422,['Bumble Bee Emoji'],Honeybee,"A bee emoji, buzzing in the air. Shown with yellow and black stripes, and light colored wings.",_Ÿêù Honeybee,"[':bee:', ':honeybee:']",http://emojipedia.org/honeybee/
1423,['Pig Head Emoji'],Pig Face,"A pigâ€™s head, distinct from the pig emoji, which shows the full pig body. Displayed forward-facing, with a distinctive snout.",_Ÿê· Pig Face,[':pig:'],http://emojipedia.org/pig-face/
1424,"['Australia Emoji', 'Drop Bear Emoji', 'Koala Bear Emoji']",Koala,"A koala emoji, a native Australian marsupial that lives in the trees. Known for sleeping and eating the leaves of the eucalyptus tree.",_Ÿê¨ Koala,[':koala:'],http://emojipedia.org/koala/
1425,"['Alligator Emoji', 'Croc Emoji']",Crocodile,"A crocodile emoji, a creature often mistaken for an alligator.",_Ÿê_ Crocodile,[':crocodile:'],http://emojipedia.org/crocodile/
1426,"['Cow Emoji', 'Happy Cow Emoji']",Cow Face,"A friendly-looking cow face, looking straight ahead.",_Ÿê® Cow Face,[':cow:'],http://emojipedia.org/cow-face/
1427,"['Wild Boar Emoji', 'Wild Pig Emoji']",Boar,"A boar, otherwise known as a wild pig. Displayed with brown fur andÂ prominent tusks on most platforms.",_Ÿê— Boar,[':boar:'],http://emojipedia.org/boar/
1428,"['Heart Eyes Emoji', 'Heart Face Emoji']",Smiling Face With Heart-Shaped Eyes,"A face with hearts instead of eyes, or Heart Eyes Emoji as it is generally known.Â Used as an expression of love, for example:Â  â€œI love youâ€ù or â€œI love thisâ€ù.",_Ÿ˜ç Smiling Face With Heart-Shaped Eyes,[':heart_eyes:'],http://emojipedia.org/smiling-face-with-heart-shaped-eyes/
1429,"['Cold Emoji', 'Cringe Emoji', 'Freezing Emoji', 'Grimacing Emoji', 'Wince Emoji']",Grinning Face With Smiling Eyes,"A version of theÂ grinning face,Â which looksÂ closers to aÂ grimacing faceÂ on many platforms.",_Ÿ˜Å Grinning Face With Smiling Eyes,[':grin:'],http://emojipedia.org/grinning-face-with-smiling-eyes/
1430,[],Winter Olympics,,"_Ÿ_¿Winter Olympics",[],http://emojipedia.org/winter-olympics/
1431,[],Thunder Cloud and Rain,"The Thunder Cloud and Rain emoji was approved as part of Unicode 5.2 in 2009.Copy and paste this emoji using the text field below:",â›ˆ Thunder Cloud and Rain,[],http://emojipedia.org/thunder-cloud-and-rain/
1432,"['Earth Emoji', 'Globe Emoji', 'Planet Emoji', 'World Emoji']",Earth Globe Asia-Australia,"The world, showing Asia and Australia.",_ŸŒè Earth Globe Asia-Australia,[':earth_asia:'],http://emojipedia.org/earth-globe-asia-australia/
1433,"[':3 Emoji', 'Kitten Emoji', 'Kitty Emoji']",Cat Face,"The face of a cat, looking directly forward. Shown as yellow or gray on most platforms, this emoji generally has a cartoon-style appearance and visible whiskers.",_Ÿê± Cat Face,[':cat:'],http://emojipedia.org/cat-face/
1434,['Rounded Tree Emoji'],Deciduous Tree,A type of tree that has leaves turn orange or brownÂ and fall off during the season of fall / autumn.,_ŸŒ_ Deciduous Tree,[':deciduous_tree:'],http://emojipedia.org/deciduous-tree/
1435,"['Sun Emoji', 'Sunshine Emoji']",Black Sun With Rays,"The sun;Â a warm ball of fire that keeps life on earth viable. Represents sunny weather, or hot days.",â˜€ï¸è Black Sun With Rays,[':sunny:'],http://emojipedia.org/black-sun-with-rays/
1436,"['Clover Emoji', 'Ireland Emoji', 'Lucky Emoji']",Four Leaf Clover,A four-leaf clover is a less common variety of the three-leaved clover. Considered to be lucky.,_Ÿç€ Four Leaf Clover,[':four_leaf_clover:'],http://emojipedia.org/four-leaf-clover/
1437,[],Sun Behind Cloud,A sun appearing from behind a cloud. Used in weather forecasts to indicate a partially sunny day.,â›… Sun Behind Cloud,[':partly_sunny:'],http://emojipedia.org/sun-behind-cloud/
1438,[],Olympics,,"_Ÿè_Olympics",[],http://emojipedia.org/olympics/
1439,[],Festivus,,"_Ÿ’ªFestivus",[],http://emojipedia.org/festivus/
1440,[],Fog,"Fog or haze lingering in the air. Very similar to the foggy emoji, but generally shown without objects or views being obstructed by fog.",_ŸŒ« Fog,[],http://emojipedia.org/fog/
1441,[],Ramadan,,"â˜ªRamadan",[],http://emojipedia.org/ramadan/
1442,"['Grinning Face Emoji', 'Happy Emoji', 'Happy Face Emoji', 'Smiley Face Emoji']",Smiling Face With Open Mouth,"AÂ classic smiley-face emojiÂ with anÂ open mouth showing teeth, and tall,Â open eyes.Â Differs only slightly from theÂ Smiling Face With Open Mouth And Smiling Eyes Emoji by the fact that these eyes are tall ovals, instead of the emoji-style smiling eyes.",_Ÿ˜ƒ Smiling Face With Open Mouth,[':smiley:'],http://emojipedia.org/smiling-face-with-open-mouth/
1443,"['Face With Straight Mouth Emoji', 'Straight Faced Emoji']",Neutral Face,"A face featuring a straight-and-closed mouth, not giving away any particular emotion.",_Ÿ˜ê Neutral Face,[':neutral_face:'],http://emojipedia.org/neutral-face/
1444,"['No Emoji', 'No Deal Emoji', 'X Arms Emoji']",Face With No Good Gesture,A person with arms forming an â€˜Xâ€™ to indicate â€˜noâ€™ or â€˜no goodâ€™. This motion is also used on the TV game show Deal or No Deal to indicate â€˜No Dealâ€™.,_Ÿ™… Face With No Good Gesture,[':no_good:'],http://emojipedia.org/face-with-no-good-gesture/
1445,"['Grinning Face Emoji', 'Happy Face Emoji', 'Smiley Face Emoji']",Smiling Face With Open Mouth and Smiling Eyes,"A happy and smiling faceÂ with big open mouth, showing teeth.",_Ÿ˜„ Smiling Face With Open Mouth and Smiling Eyes,[':smile:'],http://emojipedia.org/smiling-face-with-open-mouth-and-smiling-eyes/
1446,"['Angel Emoji', 'Halo Emoji']",Smiling Face With Halo,"A face with a halo above it, used to represent an angel, or a good person / person who has done a good deed.",_Ÿ˜‡ Smiling Face With Halo,[':innocent:'],http://emojipedia.org/smiling-face-with-halo/
1447,"['Applause Emoji', 'Clap Emoji', 'Clapping Emoji', 'Golf Clap Emoji', 'Round Of Applause Emoji']",Clapping Hands Sign,"Two hands clapping emoji, which when used multiple times can be usedÂ as a round of applause.",_Ÿ‘è Clapping Hands Sign,[':clap:'],http://emojipedia.org/clapping-hands-sign/
1448,"['Wink Emoji', 'Wink Face Emoji', 'Winky Face Emoji']",Winking Face,A classic winky emoji; winking and smiling.,_Ÿ˜‰ Winking Face,[':wink:'],http://emojipedia.org/winking-face/
1449,"['Long Nose Face Emoji', 'Red Mask Emoji']",Japanese Goblin,"Appears to be a red mask, with thick, hairy eyebrows, a long nose and frowning mouth.",_Ÿ‘º Japanese Goblin,[':japanese_goblin:'],http://emojipedia.org/japanese-goblin/
1450,[],Winter,,"â›„Winter",[],http://emojipedia.org/winter/
1451,"['Awkward Emoji', 'Eek Emoji', 'Foot In Mouth Emoji', 'Nervous Emoji', 'Snapchat Mutual #1 Best Friend Emoji']",Grimacing Face,"A grimace emoji, showing bared teeth, usually for when a mistake or unfavorable situation has arisen â€“ aka â€œeek!â€ùÂ The appearance of this emoji varies greatly between platforms. Use with caution.",_Ÿ˜¬ Grimacing Face,[':grimacing:'],http://emojipedia.org/grimacing-face/
1452,"['Answering Question Emoji', 'Hand Up Emoji']",Happy Person Raising One Hand,"A person with aÂ hand in the air, as if this charactersÂ wants to ask or answer a question.",_Ÿ™‹ Happy Person Raising One Hand,[':raising_hand:'],http://emojipedia.org/happy-person-raising-one-hand/
1453,"['Spock Emoji', 'Star Trek Emoji', 'Vulcan Salute Emoji']",Raised Hand With Part Between Middle and Ring Fingers,"A raised hand, with the fingers separated between the ring finger and the middle finger.",_Ÿ–– Raised Hand With Part Between Middle and Ring Fingers,[],http://emojipedia.org/raised-hand-with-part-between-middle-and-ring-fingers/
1454,"['Open Mouth Emoji', 'Surprised Emoji']",Face With Open Mouth,"A face with the mouth wide open, which is generally usedÂ to representÂ an element of surprise.",_Ÿ˜® Face With Open Mouth,[':open_mouth:'],http://emojipedia.org/face-with-open-mouth/
1455,"['Head Massage Emoji', 'Massaging Emoji']",Face Massage,A person getting his or herÂ face massaged.,_Ÿ’† Face Massage,[':massage:'],http://emojipedia.org/face-massage/
1456,"['Denim Emoji', 'Pants Emoji', 'Trousers Emoji']",Jeans,"Denim jeans, worn by menÂ or women. A popular form of casualÂ trousers worn by the runner emoji in Apple's emoji artwork",_Ÿ‘– Jeans,[':jeans:'],http://emojipedia.org/jeans/
1457,"['Angel Emoji', 'Cherub Emoji', 'Cupid Emoji', 'Putto Emoji']",Baby Angel,"An angelic baby with wings, and a halo above its head. Commonly known as a cherub.",_Ÿ‘_ Baby Angel,[':angel:'],http://emojipedia.org/baby-angel/
1458,"['Smelling Emoji', 'Sniffing Emoji', 'Stinky Emoji']",Nose,"A human nose. May be used to indicateÂ smelling, or something that smells.",_Ÿ‘ƒ Nose,[':nose:'],http://emojipedia.org/nose/
1459,"['Nonplussed Emoji', 'Puzzled Emoji', ':S Emoji']",Confused Face,"Part displeased, part unsure what to think. This faceÂ isnâ€™t sad, but is a bit confused and puzzled by the situation.",_Ÿ˜• Confused Face,[':confused:'],http://emojipedia.org/confused-face/
